Title,Location,Mode,Description,Qualifications,URL
"Undergraduate Internship – Electrical Engineering, Computer Science, Computer Engineering","San Jose, California, United States; Hillsboro, Oregon, United States; Phoenix, Arizona, United States; Folsom, California, United States; Santa Clara, California, United States",Job Category Intern/Student,"Please be informed that Intel is proactively trying to find candidates for undergraduate and graduate level internship positions and the position(s) may, or may not, be available for all location(s) at this time. If you're interested in this position, we encourage you to apply, and our hiring team will be glad to contact you if/when relevant.The Programmable Solutions Group (PSG), within Intel, will continue to drive the future for FPGAs and Structured ASICs to build a better tomorrow. By pushing forward in cutting edge technology our work is at the heart of innovation. With a career at Intel, you have the opportunity to shape the future for everyone.Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower people’s digital lives.Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, come join us to do something wonderful.We are looking for world class electrical engineers to help us build the future of technology.We are looking for someone that brings:Communication skillsWorks well independently and develops quick engineering solutions for complex problemsSkilled at interfacing with engineers and managers by providing schedule updatesHigh problem-solving skills and good tolerance for ambiguityKnows how to prioritize tasks independentlyNatural focus on quality, discipline, and accurate results for engineering customersContributes and works well in a multi-site team settingBy applying to this prescreen posting, you are expressing interest in other job opportunities with Intel.Potential opportunities that you will be considered for:Hardware EngineerCPU Core Logic DesignerSoC Design EngineerDigital EngineerPre-Silicon Verification EngineerPhysical Design EngineerValidation EngineerAnalog EngineerYield EngineerMixed Signal EngineerPower EngineerRF EngineerProduct Development EngineerFPGA Applications EngineerSoftware EngineerEmbedded EngineersFirmware EngineerTest EngineerProcess EngineerSystem Solutions EngineerTechnical MarketingTechnical Business DevelopmentHigh Performance ComputerAI/MLFor information on Intel’s immigration sponsorship guidelines, please see:https://www.intel.com/content/www/us/en/jobs/hiring.htmlAdditional Information:Life at Intel: https://jobs.intel.com/en/life-at-intel","Relevant experience can be obtained through work, classes, projects, internships, and/or military experience. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Education:The candidate must be pursuing a Bachelor’s degree in Electrical Engineering, Computer Engineering, Computer Science (or related fields).Minimum Qualifications:3+ months of educational or industry experience, projects, or coursework in one, or more, of the following:VLSI, SoC, FPGAs, ASICs, Verilog, SystemVerilog, RTL, IC Design, Analog, Embedded Software, Firmware, Kernel drivers, HW or SW Debug, Software Development, C/C++, Scripting (e.g. Python, TCL, PERL), EDA related tools (e.g. Design Compiler, Simulation, VCS, Simulink, ICC2, Vivado, Quartus, PrimeTime, Spice, etc.)",https://jobs.intel.com/en/job/san-jose/undergraduate-internship-electrical-engineering-computer-science-computer-engineering/41147/47428331040
Graduate Internship - Computer Engineering (MS/PhD),"Phoenix, Arizona, United States; Albuquerque, New Mexico, United States; Hillsboro, Oregon, United States; Santa Clara, California, United States; New Albany, Ohio, United States",Job Category Intern/Student,"Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, Come join us to do something wonderful.We are looking for world class computer engineers to help us build the future of technologyIn addition to the qualifications listed below, the ideal candidate will also demonstrate the following traits:Excellent written and communication skillsWorks well independently and develops quick engineering solutions for complex problemsSkilled at interfacing with engineers and managers by providing schedule updatesHigh problem-solving skills and good tolerance for ambiguityKnows how to prioritize tasks independentlyNatural focus on quality, discipline, and accurate results for engineering customersContributes and works well in a multi-site team settingBy applying to this prescreen posting, you are expressing interest in other job opportunities with Intel.Opportunities that you will be considered for:Hardware EngineerHPC System ValidationDebug EngineerLogic Design EngineerPerformance ArchitectSoftware EngineerAI Software Solutions EngineerSystem Software Development EngineerProduct Development EngineerDesign Automation Engineer","Education:The candidate must be pursuing a Master’s degree OR PhD in Computer Engineering with 6+ months of educational or industry experienceDiscipline in: Computer EngineeringAdditional Information:Life at Intel: https://jobs.intel.com/en/life-at-intelFor information on Intel’s immigration sponsorship guidelines, please see:https://www.intel.com/content/www/us/en/jobs/hiring.html",https://jobs.intel.com/en/job/phoenix/graduate-internship-computer-engineering-ms-phd/41147/43297628928
"Graduate Internship - Electrical Engineering,  Computer Science, Computer Engineering (MS/PhD)","San Jose, California, United States; Hillsboro, Oregon, United States; Phoenix, Arizona, United States; Folsom, California, United States; Santa Clara, California, United States",Job Category Intern/Student,"Please be informed that Intel is proactively trying to find candidates for undergraduate and graduate level internship positions and the position(s) may, or may not, be available for all location(s) at this time. If you're interested in this position, we encourage you to apply, and our hiring team will be glad to contact you if/when relevant.The Programmable Solutions Group (PSG), within Intel, will continue to drive the future for FPGAs and Structured ASICs to build a better tomorrow. By pushing forward in cutting edge technology our work is at the heart of innovation. With a career at Intel, you have the opportunity to shape the future for everyone.Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower people’s digital lives.Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, come join us to do something wonderful.We are looking for world class electrical engineers to help us build the future of technology.In addition to the qualifications listed below, the ideal candidate will also demonstrate the following traits:Communication skillsWorks well independently and develops quick engineering solutions for complex problemsSkilled at interfacing with engineers and managers by providing schedule updatesHigh problem-solving skills and good tolerance for ambiguityKnows how to prioritize tasks independentlyNatural focus on quality, discipline, and accurate results for engineering customersContributes and works well in a multi-site team settingBy applying to this prescreen posting, you are expressing interest in other job opportunities with Intel.Opportunities that you will be considered for:Hardware EngineerCPU Core Logic DesignerSoC Design EngineerDigital EngineerPre-Silicon Verification EngineerPhysical Design EngineerValidation EngineerAnalog EngineerYield EngineerMixed Signal EngineerPower EngineerRF EngineerProduct Development EngineerFPGA Applications EngineerSoftware EngineerEmbedded EngineersFirmware EngineerTest EngineerProcess EngineerSystem Solutions EngineerTechnical MarketingTechnical Business DevelopmentHigh Performance ComputerAI/MLFor information on Intel’s immigration sponsorship guidelines, please see:https://www.intel.com/content/www/us/en/jobs/hiring.htmlAdditional Information:Life at Intel: https://jobs.intel.com/en/life-at-intel","Relevant experience can be obtained through work, classes, projects, internships, and/or military experience. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Education:The candidate must be pursuing a Master’s or PhD in Electrical Engineering, Computer Engineering, Computer Science (or related fields)Minimum Qualifications:6+ months of educational or industry experience, projects, or coursework in one, or more, of the following:VLSI, SoC, FPGAs, ASICs, Verilog, SystemVerilog, RTL, IC Design, Analog, Embedded Software, Firmware, Kernel drivers, HW or SW Debug, Software Development, C/C++, Scripting (e.g. Python, TCL, PERL), EDA related tools (e.g. Design Compiler, Simulation, VCS, Simulink, ICC2, Vivado, Quartus, PrimeTime, Spice, etc.)",https://jobs.intel.com/en/job/san-jose/graduate-internship-electrical-engineering-computer-science-computer-engineering-ms-phd/41147/48349645200
Undergraduate Internship - Electrical Engineering (Bachelors),"Phoenix, Arizona, United States; Albuquerque, New Mexico, United States; Hillsboro, Oregon, United States; Santa Clara, California, United States; New Albany, Ohio, United States",Job Category Intern/Student,"Intel is a company of bold and curious inventors and problem solvers who create some of the most astounding technology advancements and experiences in the world.With a legacy of relentless innovation and a commitment to bring smart, connected devices to every person on Earth, our diverse and brilliant teams are continually searching for tomorrow's technology and revel in the challenge that changing the world for the better brings. We work every single day to design and manufacture silicon products that empower peoples digital lives.Do you love to solve technical challenges that no one has solved yet? Do you enjoy working with cross functional teams to deliver IP solutions for products that impact customers lives? If so, come join us to do something wonderful.We are looking for world class electrical engineers to help us build the future of technology.In addition to the qualifications listed below, the ideal candidate will also demonstrate the following traits:Excellent written and communication skillsWorks well independently and develops quick engineering solutions for complex problemsSkilled at interfacing with engineers and managers by providing schedule updatesHigh problem-solving skills and good tolerance for ambiguityKnows how to prioritize tasks independentlyNatural focus on quality, discipline, and accurate results for engineering customersContributes and works well in a multi-site team settingBy applying to this prescreen posting, you are expressing interest in other job opportunities with IntelOpportunities that you will be considered for:Hardware EngineerAnalog EngineerDigital EngineerMixed Signal EngineerPower EngineerRF EngineerProduct Development EngineerApplications EngineerSoftware EngineerEmbedded EngineersFirmware EngineerTest EngineerProcess Engineer","Education:Candidate must be actively pursuing a Bachelor's degree in Electrical Engineering with 3+ months of educational or industry experienceDiscipline in: Electrical EngineeringAdditional Information:Life at Intel: https://jobs.intel.com/en/life-at-intelFor information on Intel's immigration sponsorship guidelines, please see:https://www.intel.com/content/www/us/en/jobs/hiring.html",https://jobs.intel.com/en/job/phoenix/undergraduate-internship-electrical-engineering-bachelors/41147/43297603040
Software Application Development Engineer,"Hillsboro, Oregon, United States; Phoenix, Arizona, United States; Folsom, California, United States",Job Category Software Engineering,"Information Technology (IT) has a critical role to play within Intel as we help our business partners drive the capabilities they need and help our Intel partners transform their businesses for the future. Come and join our IT team.
Intel is on a journey to embrace an internal foundry model, not only for our external customer commitments but also for our Intel product lines. We are looking for a highly motivated Software Application Developer to help us transform our existing Financial Planning processes. The project involves implementing new processes on existing ERP systems, connecting with downstream and legacy applications, and implementing new industry standard ERP and Planning solutions.
The position is primarily responsible for assisting in the development of business-critical applications, which leverage the latest SAP Analytics Cloud and SAP S4 technologies. The position requires a skilled individual who can contribute to all phases of the software development project lifecycle from the gathering of requirements through the testing and deployment of applications.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Minimum Qualifications:Bachelors degree in Computer Science, Computer Engineering, Information Systems, or related field.Proven experience with SAP ECC, S4 HANA, SAP BPC, and SAP Analytics CloudSAP ABAP, ABAP Objects, SAP PO, and extensibility expertisePair Programing and Agile Methodologies experienceExpert with object-oriented designExperience with SQL and document-oriented databasesBusiness domain knowledge in factory cost reportingPreferred Qualifications:Experience with CI/CD concepts/technologies, such as Rev-Trac and/or ABAP GitUnderstanding of business intelligence systemsExcellent automated testing skillsDomain Knowledge in SAP FICO, SD, and PPExcellent verbal and written communication skillsGood interpersonal skills in dealing with team members, customers, and other Intel organizationsA strong team player with initiative, self-motivation, and flexibility in dealing with ambiguous situationsExcellent analysis and problem-solving skillMust be flexible to work with remote teams, and handling multiple tasks in a dynamic IT environmentVistex, PI/PO, BI/BW, SAP Supply Chain skills are a plusExperience in HTTP, HTML, CSS, Microsoft Azure, Angular, MongoDB, Docker, Amazon Web Services skills are a plus",https://jobs.intel.com/en/job/hillsboro/software-application-development-engineer/41147/49233693232
IBM Software Solution Architect,"Santa Clara, California, United States; Hillsboro, Oregon, United States; Phoenix, Arizona, United States",Job Category Sales,"Intel's growth is dependent upon winning key transitions in the areas of cloud, AI, network, and edge and there is no other customer with the breadth of technology, industry knowledge and global reach to help us achieve these growth objectives than IBM.We are at an exciting juncture with IBM and our collaboration has senior leadership level visibility across both companies. The IBM Software Solution Architect is a technical sales and strategy position on the IBM Account Team within the Platform ISV Accounts and Software COE Team in Intel's Americas Sales and Marketing Group. We are looking for a highly motivated individual to join this high-performing and dynamic team of senior technical and sales professional's driving Intel's data-centric growth and transformation jointly with our software partners.In this commissioned technical sales and solution-offering role, you will be responsible for defining new solutions with the IBM Software product portfolio optimized for Intel to grow Intel's revenue and drive preference and deployments for private/public/hybrid and multi-cloud infrastructure and Data and AI/Cloud servicesResponsibilities will include, but are not limited to:- Identify and define IBM Software based solutions that accelerate the adoption of novel solution offerings for cloud and AI anywhere showcasing Intel's advanced products and technologies.- Build and nurture strong relationships with senior technical leaders including product managers, architects, and CTOs at IBM to understand end customer requirements to jointly define, enable, and develop solutions targeted at Cloud, AI, and Edge Solutions.- Manage internal and external stakeholder communications to agree on common goals, define the plan including technical optimizations, and eventually deliver the results.- Understand and develop business use-cases, business models, technical merits and TCO (Total Cost of Ownership) value propositions; identify gaps and opportunities; and work adeptly in a cross functional team at Intel and IBM Software's product/solutions teams and ecosystem partners to create solutions that address the customers' requirements.- Develop end-user collateral and playbooks to support 'solution selling' methodologies useable by Intel, IBM and partner field teams.- Stay current and familiar with emerging vertical and horizontal technologies, products and technology trends - especially cloud native technologies and AI. You will learn from, collaborate with, and influence the brightest technical minds in the industry.A successful candidate will demonstrate:- Strong verbal and written communication, presentation, and collaboration skills. Good relationship building skills are necessary, including the ability to build rapport and communicate effectively with all levels of Intel, IBM, and partners.- Skills to describe complex technologies and solutions and translate those into understandable business terms and demonstrated business value to end customers.- Good understanding of emerging enterprises and cloud technologies. Examples: AI, analytics, database, big data, software defined storage systems, container storage, converged and hype converged systems, performance sensitive applications, and open-source solutions.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. This Position is not eligible for Intel immigration sponsorship.Minimum Qualifications:- Bachelor of Computer Science, Information technology, business management or equivalent technical knowledge.- 5+ years of experience in customer-facing support or technical sales enablement/architect role- 5+ years of experience with ISV (Independent Software Vendors), Large Enterprises, Cloud Service Providers (CSPs), OEMs, System Integrators, and other ecosystem Partners with a strong track record of building solutions and sales playbooks for Cloud or Data and AI solutions.Preferred Qualifications:- Experience in software product management, especially with ISV, systems integrators, cloud service providers, channel partners, OEMs etc. would be a big plus.-Experience with Enterprise and Cloud Products and Solutions such as IBM Software including Db2, WebSphere, or Cloud Paks, Red Hat RHEL/ OpenShift, Microsoft Azure/Azure Stack Family and SQL products, VMware vSphere, AWS/AWS Outposts, Google Cloud Anthos, SAP, Oracle.- Experience across a broad variety of application/workload categories especially in AI and Analytics. Other examples include: 5G and Networking, Intelligent Edge, Industry 4.0, and Storage",https://jobs.intel.com/en/job/santa-clara/ibm-software-solution-architect/41147/48909414528
Components Research Lithography Engineer Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Components Research delivers innovative semiconductor and packaging technologies research and development. The group focuses on unique, enabling capabilities across all aspects of Intel's semiconductor processing and packaging roadmap.Components Research engineers are responsible for leading programs to design, fabricate and analyze novel devices/interconnects/patterning, materials, and integration schemes across a wide variety of novel applications.The Components Research (CR) team is looking for a passionate intern to join our team as a lithography engineer intern supporting Intel's state of the art EUV resist research in fab and lab.The ideal candidate should exhibit the following behavioral traits:Passion for chemistry and basic research, highly motivated individual willing to work under pressure and deliver high quality results on time.Problem-solving and analytical skills.Effective prioritization and time management skills. Stakeholder management, strong collaboration, tolerance for ambiguity, and critical thinking.Excellent teamwork ethics.Willing to work in an agile work environment with a fast-paced task flow.Good interpersonal skills.Length of internship: Minimum of 3 months for 2023 with the possibility to extend it as per business needs.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience listed below would be obtained through a combination of your schoolwork/classes/research and/or relevant previous job and/or internship experiences.Minimum qualifications: You must be pursuing a PhD degree in Chemistry, Chemical Engineering, Materials Science with a focus on polymers, photoresists, chemical spectroscopy and/or more generally light-matter interactions.Preferred qualifications:Have a proven track record of role modelling safety in the lab environment.Experience in the operation and/or maintenance of semiconductor process equipment in either a fab or lab environment.Willingness to work in a lab and clean room environment, wearing GorTex gowns, booties, safety glasses, gloves.",https://jobs.intel.com/en/job/hillsboro/components-research-lithography-engineer-intern/41147/45246895856
Facilities TD WATR Engineer Undergraduate Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Intel Corporation's state of the art facilities gives you the opportunity to learn a variety of technical and operational skills to develop, operate, maintain, and repair the world’s most advanced facility equipment, in a demanding and challenging operations environment.Life at Intel link: https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlAs a Facilities TD WATR Engineer Intern your responsibilities will include but are not limited to: Deliver solutions to operate and maintain sites, offices, and labs, onsite services, and experiences that help employees stay safe, productive, and drive Intel's sustainability.Become familiar with system alarms, learn how to review the parameter trends to assess the health of the systems, or use disciplined analytics and problem solving to deliver best-in-class system reliability and uninterrupted factory operation.Job assignments are flexible and can be for a summer term or extend into school semesters based on candidate availability.Intel invests in our people and offers a complete and competitive package of benefits employees and their families through every stage of life.See https://www.intel.com/content/www/us/en/jobs/benefits.html for more details.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing a Bachelor's degree in Mechanical, Chemical Engineering or similar STEM related field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-td-watr-engineer-undergraduate-intern/41147/47662412656
Facilities Technician Undergraduate Intern - Aloha Campus,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Intel Corporation's state of the art facilities gives you the opportunity to learn a variety of technical and operational skills to develop, operate, maintain, and repair the world’s most advanced facility equipment, in a demanding and challenging operations environment.Life at Intel link: https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlThis is a part time job with flexible work schedule to cater to full time students who need to work a minimum of 20 hours a week and maximum 32 hours while attending local school on a full time student schedule. This is an onsite, year-round Internship, on the Intel Aloha campus.As a Facilities Technician Intern your responsibilities will include but are not limited to: Troubleshoot errors, performing repairs and preventative maintenance on a wide variety of equipment to maintain 100 percent manufacturing uptime.Conduct preventative, predictive and corrective maintenance inspections and procedures.Work performed within generally defined parameters.Maintain detailed and accurate records.Follow procedures.Use and understand hand tools, power tools, and test equipment.The successful candidate should exhibit the following behavioral traits:Willingness to work in a team environment.Customer service skills.Verbal and written communication skills.Some degree of judgment and troubleshooting skill required in resolving nonstandard problems.Willingness to work a compressed work week shift and weekends to maintain minimum staffing for 24x7 operations, however, work schedules will be flexible to accommodate school schedule.Intel invests in our people and offers a complete and competitive package of benefits employees and their families through every stage of life.See https://www.intel.com/content/www/us/en/jobs/benefits.html for more details.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing an Associates of Arts or an Associates of Science Degree program in HVAC, Mechanical, Plumbing and Gas Fitting, Industrial Maintenance Mechanic, Facilities Maintenance Technology, Water/ Purification and Environmental Technology, Water / Purification, Industrial Process Operator, or related technical or STEM field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-technician-undergraduate-intern-aloha-campus/41147/46581898224
Facilities TD WATR Engineer Undergraduate Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Join Intel and build a better tomorrow. Intel is in the midst of an exciting transformation, with a vision to create and extend computing technology to connect and enrich the lives of every person on Earth. So join us and help us create the next generation of technologies that will shape the future for decades to come.Corporate Services (CS) touches the lives of every Intel employee every day. CS creates an environment where employees can prosper while creating the innovative technologies that make amazing possible. Our scope is vast and includes operating and maintaining all Intel sites, offices, labs and factories globally as well onsite services and experiences that help employees stay safe and productive. CS also helps to make Intel and our community a greener place by supporting Intel commitment to environmental sustainability, including investing in conservation projects, setting company-wide environmental targets and driving reductions in greenhouse emissions, energy use, water use and waste generation.Life at Intel In this role, your daily agenda will be anything but ordinary. Some days you'll work at a computer, other times you will physically help us build the future of technology as a leader in the field. Job assignments are flexible and can be for a summer term or extend into school semesters based on candidate availability. You might help build a factory or keep Intel's state-of-the-industry facilities keep operating flawlessly. You will learn how to act as a safety role model. You may become familiar with system alarms, learn how to review the parameter trends to assess the health of the systems, or use disciplined analytics and problem solving to deliver best-in-class system reliability and uninterrupted factory operation.https://www.intel.com/content/www/us/en/jobs/life-at-intel.htmlInAs a Facilities TD WATR Engineer Intern your responsibilities will include but are not limited to: Deliver solutions to operate and maintain sites, offices, and labs, onsite services, and experiences that help employees stay safe, productive, and drive Intel's sustainability.Become familiar with system alarms, learn how to review the parameter trends to assess the health of the systems, or use disciplined analytics and problem solving to deliver best-in-class system reliability and uninterrupted factory operation.","You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Experience would be obtained through a combination of prior education level classes, and current level school classes, projects, research, and relevant previous job and/or internship experience.This position is not eligible for employment-based visa/immigration sponsorship.  Intel sponsors individuals for employment-based visas for positions where we experience a shortage of US Workers. These skills shortage roles are typically STEM contributing positions requiring a Master's or Ph.D. degree, or a Bachelor’s degree with three years’ related  job experience. This position does not qualify for Intel Sponsorship because it is either (1) a non-STEM contributing position, or (2) a STEM position that only requires a Bachelor’s degree and less than three years’ experience. Minimum Qualifications:Candidate must be actively pursuing a Bachelor's degree in Mechanical, Chemical Engineering or similar STEM related field of study.",https://jobs.intel.com/en/job/hillsboro/facilities-td-watr-engineer-undergraduate-intern/41147/46355426464
Components Research Lab 2D Materials Engineering Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Responsibilities may be quite diverse of a nonexempt technical nature. U.S. experience and education requirements will vary significantly depending on the unique needs of the job.Job assignments are usually for the summer or for short periods during breaks from school.This is an internship and compensation will be given accordingly based on candidate education level and internship duration.The ideal candidate must be willing to work in a lab and clean room environment, wearing GorTex gowns, booties, safety glasses, gloves, etc and have a proven track record of role modelling safety in the lab environment.Components Research delivers innovative semiconductor and packaging technologies research and development. The group focuses on unique, enabling capabilities across all aspects of Intel's semiconductor processing and packaging roadmap. Components Research engineers are responsible for leading programs to design, fabricate and analyze novel devices/interconnects/patterning, materials, and integration schemes across a wide variety of novel applications.The Components Research (CR) team is looking for a passionate intern to join our team as a lab engineer intern supporting the coupon line in the areas of 2D material transfer and device performance. The coupon line enables the early evaluation and dispositioning of new technologies in a primarily lab environment. Final scoping of project will be determined based on intern experience and business needs.The ideal candidate must have a proven track record of role modelling safety in the lab environment.The ideal candidate must be willing to work in a lab and clean room environment with a fast-paced task flow, wearing GorTex gowns, booties, safety glasses, gloves, etc.The ideal candidate should exhibit the following behavioral traits:Highly motivated individual willing to work under pressure and deliver high quality results on time.Problem-solving and analytical skills.Effective prioritization and time management skills.Collaboration spirit.Tolerance for ambiguity.Teamwork ethics.Good interpersonal skills.This internship has a 3 month durationwith the possibility to extend it as per business needs.","This position is not eligible for Intel immigration sponsorship.You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Experience listed below would be obtained through a combination of your schoolwork and/or classes and/or research and/or relevant previous job and/or internship experiences.Minimum Qualifications: Must be pursuing a PhD Degree Physics, Chemistry, Chemical Engineering, Materials Science, or similar field with 1+ years of experience.Preferred Qualifications: Highly proficient in thedevelopment and execution of 2D material transfers, 2D TEM sample preparation and the characterization of 2D material quality.",https://jobs.intel.com/en/job/hillsboro/components-research-lab-2d-materials-engineering-intern/41147/46314188096
Components Research Lab Operations Engineering Intern,"Hillsboro, Oregon, United States",Job Category Intern/Student,"Responsibilities may be quite diverse of a nonexempt technical nature. U.S. experience and education requirements will vary significantly depending on the unique needs of the job.Job assignments are usually for the summer or for short periods during breaks from school.This is an internship and compensation will be given accordingly based on candidate education level and internship duration.Components Research delivers innovative semiconductor and packaging technologies research and development. The group focuses on unique, enabling capabilities across all aspects of Intel's semiconductor processing and packaging roadmap. Components Research engineers are responsible for leading programs to design, fabricate and analyze novel devices/interconnects/patterning, materials, and integration schemes across a wide variety of novel applications.The Components Research (CR) team is looking for a passionate intern to join our team as a lab engineering intern supporting the coupon line in the areas tool operations improvement, tool installation, and improving the user experience for our extensive toolsets. The coupon line enables the early evaluation and dispositioning of new technologies in a primarily lab environment. Final scoping of project will be determined based on intern experience and business needs. The ideal candidate must have a proven track record of role modelling safety in the lab environment.The ideal candidate must be willing to work in a lab and clean room environment with a fast-paced task flow, wearing GorTex gowns, booties, safety glasses, gloves, etc.The ideal candidate should exhibit the following behavioral traits:Highly motivated individual willing to work under pressure and deliver high quality results on time.Problem-solving and analytical skills.Effective prioritization and time management skills.Collaboration spirit.Tolerance for ambiguity.Teamwork ethics.Good interpersonal skills.This internship has a 3 month durationwith the possibility to extend it as per business needs.","This position is not eligible for Intel immigration sponsorship.You must possess the below minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates.Experience listed below would be obtained through a combination of your schoolwork and/or classes and/or research and/or relevant previous job and/or internship experiences.Minimum Qualifications: Must be pursuing a PhD Degree Physics, Chemistry, Chemical Engineering, Materials Science, or similar field with 1+ years of experience.Preferred Qualifications: Experience installing and owning new toolsets in a lab environment, with a strong focus on documentation creation for the streamlined use of equipment by various users.Fluent in Labview or similar programming language for equipment control.",https://jobs.intel.com/en/job/hillsboro/components-research-lab-operations-engineering-intern/41147/46314187584
